visited_numb,person_id,time,gender,age
1,1654_59,2024-08-20 16:54:59.027033,female,26.93
2,1654_59_1,2024-08-20 16:54:59.027033,male,36.16
3,1655_18,2024-08-20 16:55:18.132439,male,35.26
