visited_numb,person_id,time,gender,age
172,2224_06,22:24:06.631079,female,33.81
173,2229_29,22:29:29.198236,female,22.04
174,2233_55,22:33:55.399348,male,38.18
175,2254_28,22:54:28.698856,male,29.4
176,2306_24,23:06:24.041186,male,27.28
177,2311_04,23:11:04.923405,female,29.55
178,2311_27,23:11:27.877252,male,34.86
179,2351_11,23:51:11.761745,male,35.17
180,0026_13,00:26:13.506067,male,34.2
181,0048_43,00:48:43.369707,male,37.82
182,0106_31,01:06:31.563268,male,35.17
183,0106_36,01:06:36.617203,male,35.17
184,0143_40,01:43:39.868484,female,33.96
185,0202_49,02:02:49.598734,female,32.59
186,0209_17,02:09:17.301138,female,35.6
187,0215_09,02:15:09.527794,male,46.39
188,0215_38,02:15:38.818903,male,35.17
189,0222_22,02:22:21.948009,male,35.21
190,0243_27,02:43:26.942376,male,35.17
191,0254_38,02:54:37.931919,female,31.38
192,0326_19,03:26:19.559766,male,34.74
193,0349_52,03:49:51.994163,male,48.68
194,0350_33,03:50:33.612416,male,27.35
195,0350_33_1,03:50:33.765024,female,33.24
196,0352_35,03:52:35.628786,male,37.18
197,0407_44,04:07:44.428873,male,35.17
198,0410_26,04:10:26.255306,male,35.17
199,0411_15,04:11:15.543844,male,34.39
200,0428_59,04:28:59.192423,male,41.0
201,0440_44,04:40:44.844645,male,33.93
202,0441_28,04:41:28.795546,female,35.37
203,0444_35,04:44:35.145996,male,37.1
204,0450_44,04:50:44.486192,male,25.19
205,0533_57,05:33:57.452292,female,35.75
206,0614_49,06:14:49.091832,female,27.98
207,0619_31,06:19:31.239257,male,34.14
208,0624_38,06:24:37.903252,male,34.23
209,0627_59,06:27:59.684676,male,33.69
210,0738_15,07:38:15.901893,female,29.96
211,0758_23,07:58:22.974617,male,39.07
212,0808_15,08:08:15.687501,male,38.67
213,0812_18,08:12:18.712457,male,37.74
214,0830_38,08:30:38.666053,male,31.73
215,0945_08,09:45:08.113348,female,23.51
216,0949_18,09:49:18.960996,female,28.23
217,1002_40,10:02:40.029088,male,35.49
218,1019_01,10:19:00.963993,male,35.17
219,1032_35,10:32:35.672843,female,35.87
220,1117_00,11:17:00.008072,female,34.38
