visited_numb,person_id,time,gender,age
1,1642_48,2024-08-20 16:42:48.524909,female,33.91
2,1642_49,2024-08-20 16:42:48.871439,female,31.55
3,1642_49_1,2024-08-20 16:42:48.871439,male,35.17
4,1642_50,2024-08-20 16:42:50.580881,male,35.17
5,1642_51,2024-08-20 16:42:51.298484,male,35.17
6,1642_53,2024-08-20 16:42:53.111494,female,29.81
7,1643_01,2024-08-20 16:43:01.571414,male,35.17
8,1643_24,2024-08-20 16:43:24.167375,male,33.03
9,1643_34,2024-08-20 16:43:34.602112,male,35.17
