visited_numb,person_id,time,gender,age
1,1623_09,2024-08-20 16:23:09.605463,male,55.79
2,1623_09_1,2024-08-20 16:23:09.605463,female,31.86
3,1623_10,2024-08-20 16:23:10.169282,female,30.39
4,1623_13,2024-08-20 16:23:13.076589,male,35.17
5,1623_17,2024-08-20 16:23:17.058940,female,29.55
6,1623_22,2024-08-20 16:23:22.364967,male,35.17
7,1623_25,2024-08-20 16:23:25.624401,male,38.87
