visited_numb,person_id,time,gender,age
1,1621_48,2024-08-20 16:21:47.982977,male,35.17
2,1621_49,2024-08-20 16:21:49.448808,male,35.17
3,1621_54,2024-08-20 16:21:54.006453,female,32.17
4,1622_01,2024-08-20 16:22:01.325656,male,33.07
